[2025-10-21T19:57:07.332+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-21T19:57:07.387+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:57:05.716903+00:00 [queued]>
[2025-10-21T19:57:07.414+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:57:05.716903+00:00 [queued]>
[2025-10-21T19:57:07.415+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-21T19:57:07.433+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): extract_airbnb_forsale> on 2025-10-21 19:57:05.716903+00:00
[2025-10-21T19:57:07.443+0000] {standard_task_runner.py:63} INFO - Started process 209 to run task
[2025-10-21T19:57:07.447+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'airbnb_etl_pipeline', 'extract_airbnb_forsale', 'manual__2025-10-21T19:57:05.716903+00:00', '--job-id', '29', '--raw', '--subdir', 'DAGS_FOLDER/airbnb_etl_dag.py', '--cfg-path', '/tmp/tmpo71smgn6']
[2025-10-21T19:57:07.451+0000] {standard_task_runner.py:91} INFO - Job 29: Subtask extract_airbnb_forsale
[2025-10-21T19:57:07.545+0000] {task_command.py:426} INFO - Running <TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:57:05.716903+00:00 [running]> on host b58697e26e05
[2025-10-21T19:57:07.647+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='airbnb_etl_pipeline' AIRFLOW_CTX_TASK_ID='extract_airbnb_forsale' AIRFLOW_CTX_EXECUTION_DATE='2025-10-21T19:57:05.716903+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-10-21T19:57:05.716903+00:00'
[2025-10-21T19:57:07.650+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-21T19:57:07.686+0000] {logging_mixin.py:188} INFO - Fetching: Orlando, Florida
[2025-10-21T19:59:25.561+0000] {logging_mixin.py:188} INFO - Fetching: Houston, Texas
[2025-10-21T19:59:27.923+0000] {logging_mixin.py:188} INFO - Fetching: Dallas, Texas
[2025-10-21T19:59:30.219+0000] {logging_mixin.py:188} INFO - Fetching: Fort Worth, Texas
[2025-10-21T19:59:32.516+0000] {logging_mixin.py:188} INFO - Fetching: El Paso, Texas
[2025-10-21T19:59:35.021+0000] {logging_mixin.py:188} INFO - Fetching: Lubbock, Texas
[2025-10-21T19:59:37.288+0000] {logging_mixin.py:188} INFO - Fetching: Corpus Christi, Texas
[2025-10-21T19:59:39.427+0000] {logging_mixin.py:188} INFO - Fetching: Amarillo, Texas
[2025-10-21T19:59:41.533+0000] {logging_mixin.py:188} INFO - Fetching: Waco, Texas
[2025-10-21T19:59:42.924+0000] {logging_mixin.py:188} INFO - Fetching: Plano, Texas
[2025-10-21T19:59:45.327+0000] {logging_mixin.py:188} INFO - Fetching: Denton, Texas
[2025-10-21T19:59:47.508+0000] {logging_mixin.py:188} INFO - Fetching: Nashville, Tennessee
[2025-10-21T19:59:49.049+0000] {logging_mixin.py:188} INFO - Fetching: Memphis, Tennessee
[2025-10-21T19:59:50.454+0000] {logging_mixin.py:188} INFO - Fetching: Knoxville, Tennessee
[2025-10-21T19:59:52.741+0000] {logging_mixin.py:188} INFO - Fetching: Chattanooga, Tennessee
[2025-10-21T19:59:54.935+0000] {logging_mixin.py:188} INFO - Fetching: Gatlinburg, Tennessee
[2025-10-21T19:59:56.401+0000] {logging_mixin.py:188} INFO - Fetching: Pigeon Forge, Tennessee
[2025-10-21T19:59:57.777+0000] {logging_mixin.py:188} INFO - Fetching: Franklin, Tennessee
[2025-10-21T20:00:00.209+0000] {logging_mixin.py:188} INFO - Fetching: Murfreesboro, Tennessee
[2025-10-21T20:00:02.662+0000] {logging_mixin.py:188} INFO - Fetching: Clarksville, Tennessee
[2025-10-21T20:00:04.049+0000] {logging_mixin.py:188} INFO - Fetching: Johnson City, Tennessee
[2025-10-21T20:00:06.444+0000] {logging_mixin.py:188} INFO - Fetching: Chicago, Illinois
[2025-10-21T20:00:08.843+0000] {logging_mixin.py:188} INFO - Fetching: Springfield, Illinois
[2025-10-21T20:00:10.241+0000] {logging_mixin.py:188} INFO - Fetching: Peoria, Illinois
[2025-10-21T20:00:11.757+0000] {logging_mixin.py:188} INFO - Fetching: Rockford, Illinois
[2025-10-21T20:00:14.369+0000] {logging_mixin.py:188} INFO - Fetching: Champaign, Illinois
[2025-10-21T20:00:16.669+0000] {logging_mixin.py:188} INFO - Fetching: Bloomington, Illinois
[2025-10-21T20:00:19.029+0000] {logging_mixin.py:188} INFO - Fetching: Naperville, Illinois
[2025-10-21T20:00:20.449+0000] {logging_mixin.py:188} INFO - Fetching: Aurora, Illinois
[2025-10-21T20:00:22.794+0000] {logging_mixin.py:188} INFO - Fetching: Decatur, Illinois
[2025-10-21T20:00:25.119+0000] {logging_mixin.py:188} INFO - Fetching: Joliet, Illinois
[2025-10-21T20:00:26.532+0000] {logging_mixin.py:188} INFO - Fetching: Phoenix, Arizona
[2025-10-21T20:00:28.906+0000] {logging_mixin.py:188} INFO - Fetching: Tucson, Arizona
[2025-10-21T20:00:31.386+0000] {logging_mixin.py:188} INFO - Fetching: Mesa, Arizona
[2025-10-21T20:00:33.650+0000] {logging_mixin.py:188} INFO - Fetching: Scottsdale, Arizona
[2025-10-21T20:00:35.487+0000] {logging_mixin.py:188} INFO - Fetching: Tempe, Arizona
[2025-10-21T20:00:37.221+0000] {logging_mixin.py:188} INFO - Fetching: Flagstaff, Arizona
[2025-10-21T20:00:39.552+0000] {logging_mixin.py:188} INFO - Fetching: Sedona, Arizona
[2025-10-21T20:00:41.045+0000] {logging_mixin.py:188} INFO - Fetching: Prescott, Arizona
[2025-10-21T20:00:42.542+0000] {logging_mixin.py:188} INFO - Fetching: Yuma, Arizona
[2025-10-21T20:00:44.908+0000] {logging_mixin.py:188} INFO - Fetching: Glendale, Arizona
[2025-10-21T20:00:46.359+0000] {logging_mixin.py:188} INFO - Fetching: Salt Lake City, Utah
[2025-10-21T20:00:48.580+0000] {logging_mixin.py:188} INFO - Fetching: Provo, Utah
[2025-10-21T20:00:51.311+0000] {logging_mixin.py:188} INFO - Fetching: Ogden, Utah
[2025-10-21T20:00:53.653+0000] {logging_mixin.py:188} INFO - Fetching: Park City, Utah
[2025-10-21T20:00:55.099+0000] {logging_mixin.py:188} INFO - Fetching: St. George, Utah
[2025-10-21T20:00:56.621+0000] {logging_mixin.py:188} INFO - Fetching: Logan, Utah
[2025-10-21T20:00:59.418+0000] {logging_mixin.py:188} INFO - Fetching: Orem, Utah
[2025-10-21T20:01:00.883+0000] {logging_mixin.py:188} INFO - Fetching: Moab, Utah
[2025-10-21T20:01:02.234+0000] {logging_mixin.py:188} INFO - Fetching: Sandy, Utah
[2025-10-21T20:01:04.655+0000] {logging_mixin.py:188} INFO - Fetching: Layton, Utah
[2025-10-21T20:01:07.328+0000] {logging_mixin.py:188} INFO - Fetching: Portland, Oregon
[2025-10-21T20:01:08.759+0000] {logging_mixin.py:188} INFO - Fetching: Eugene, Oregon
[2025-10-21T20:01:11.101+0000] {logging_mixin.py:188} INFO - Fetching: Salem, Oregon
[2025-10-21T20:01:14.472+0000] {logging_mixin.py:188} INFO - Fetching: Bend, Oregon
[2025-10-21T20:01:16.856+0000] {logging_mixin.py:188} INFO - Fetching: Medford, Oregon
[2025-10-21T20:01:19.165+0000] {logging_mixin.py:188} INFO - Fetching: Corvallis, Oregon
[2025-10-21T20:01:21.475+0000] {logging_mixin.py:188} INFO - Fetching: Ashland, Oregon
[2025-10-21T20:01:23.903+0000] {logging_mixin.py:188} INFO - Fetching: Hillsboro, Oregon
[2025-10-21T20:01:26.264+0000] {logging_mixin.py:188} INFO - Fetching: Gresham, Oregon
[2025-10-21T20:01:28.569+0000] {logging_mixin.py:188} INFO - Fetching: Beaverton, Oregon
[2025-10-21T20:01:29.966+0000] {logging_mixin.py:188} INFO - Fetching: Billings, Montana
[2025-10-21T20:01:32.307+0000] {logging_mixin.py:188} INFO - Fetching: Missoula, Montana
[2025-10-21T20:01:34.507+0000] {logging_mixin.py:188} INFO - Fetching: Bozeman, Montana
[2025-10-21T20:01:36.921+0000] {logging_mixin.py:188} INFO - Fetching: Helena, Montana
[2025-10-21T20:01:39.308+0000] {logging_mixin.py:188} INFO - Fetching: Great Falls, Montana
[2025-10-21T20:01:40.963+0000] {logging_mixin.py:188} INFO - Fetching: Kalispell, Montana
[2025-10-21T20:01:43.268+0000] {logging_mixin.py:188} INFO - Fetching: Butte, Montana
[2025-10-21T20:01:45.669+0000] {logging_mixin.py:188} INFO - Fetching: Whitefish, Montana
[2025-10-21T20:01:47.969+0000] {logging_mixin.py:188} INFO - Fetching: Livingston, Montana
[2025-10-21T20:01:49.396+0000] {logging_mixin.py:188} INFO - Fetching: Big Sky, Montana
[2025-10-21T20:01:51.770+0000] {logging_mixin.py:188} INFO - Fetching: Las Vegas, Nevada
[2025-10-21T20:01:54.020+0000] {logging_mixin.py:188} INFO - Fetching: Reno, Nevada
[2025-10-21T20:01:55.454+0000] {logging_mixin.py:188} INFO - Fetching: Carson City, Nevada
[2025-10-21T20:01:57.694+0000] {logging_mixin.py:188} INFO - Fetching: Henderson, Nevada
[2025-10-21T20:02:00.032+0000] {logging_mixin.py:188} INFO - Fetching: North Las Vegas, Nevada
[2025-10-21T20:02:03.138+0000] {logging_mixin.py:188} INFO - Fetching: Elko, Nevada
[2025-10-21T20:02:05.386+0000] {logging_mixin.py:188} INFO - Fetching: Mesquite, Nevada
[2025-10-21T20:02:06.818+0000] {logging_mixin.py:188} INFO - Fetching: Sparks, Nevada
[2025-10-21T20:02:10.155+0000] {logging_mixin.py:188} INFO - Fetching: Pahrump, Nevada
[2025-10-21T20:02:12.467+0000] {logging_mixin.py:188} INFO - Fetching: Boulder City, Nevada
[2025-10-21T20:02:14.966+0000] {logging_mixin.py:188} INFO - Fetching: Charleston, West Virginia
[2025-10-21T20:02:16.435+0000] {logging_mixin.py:188} INFO - Fetching: Morgantown, West Virginia
[2025-10-21T20:02:18.701+0000] {logging_mixin.py:188} INFO - Fetching: Huntington, West Virginia
[2025-10-21T20:02:20.913+0000] {logging_mixin.py:188} INFO - Fetching: Wheeling, West Virginia
[2025-10-21T20:02:22.326+0000] {logging_mixin.py:188} INFO - Fetching: Beckley, West Virginia
[2025-10-21T20:02:24.543+0000] {logging_mixin.py:188} INFO - Fetching: Fairmont, West Virginia
[2025-10-21T20:02:26.711+0000] {logging_mixin.py:188} INFO - Fetching: Parkersburg, West Virginia
[2025-10-21T20:02:28.100+0000] {logging_mixin.py:188} INFO - Fetching: Martinsburg, West Virginia
[2025-10-21T20:02:29.644+0000] {logging_mixin.py:188} INFO - Fetching: Bluefield, West Virginia
[2025-10-21T20:02:31.966+0000] {logging_mixin.py:188} INFO - Fetching: Clarksburg, West Virginia
[2025-10-21T20:02:33.421+0000] {logging_mixin.py:188} INFO - Fetching: Cheyenne, Wyoming
[2025-10-21T20:02:34.824+0000] {logging_mixin.py:188} INFO - Fetching: Casper, Wyoming
[2025-10-21T20:02:37.067+0000] {logging_mixin.py:188} INFO - Fetching: Jackson, Wyoming
[2025-10-21T20:02:38.490+0000] {logging_mixin.py:188} INFO - Fetching: Laramie, Wyoming
[2025-10-21T20:02:40.616+0000] {logging_mixin.py:188} INFO - Fetching: Rock Springs, Wyoming
[2025-10-21T20:02:42.833+0000] {logging_mixin.py:188} INFO - Fetching: Gillette, Wyoming
[2025-10-21T20:02:44.238+0000] {logging_mixin.py:188} INFO - Fetching: Sheridan, Wyoming
[2025-10-21T20:02:46.515+0000] {logging_mixin.py:188} INFO - Fetching: Cody, Wyoming
[2025-10-21T20:02:48.712+0000] {logging_mixin.py:188} INFO - Fetching: Riverton, Wyoming
[2025-10-21T20:02:50.949+0000] {logging_mixin.py:188} INFO - Fetching: Evanston, Wyoming
[2025-10-21T20:02:52.307+0000] {logging_mixin.py:188} INFO - Fetching: Sioux Falls, South Dakota
[2025-10-21T20:02:54.533+0000] {logging_mixin.py:188} INFO - Fetching: Rapid City, South Dakota
[2025-10-21T20:02:56.904+0000] {logging_mixin.py:188} INFO - Fetching: Brookings, South Dakota
[2025-10-21T20:02:59.152+0000] {logging_mixin.py:188} INFO - Fetching: Aberdeen, South Dakota
[2025-10-21T20:03:01.399+0000] {logging_mixin.py:188} INFO - Fetching: Watertown, South Dakota
[2025-10-21T20:03:03.829+0000] {logging_mixin.py:188} INFO - Fetching: Mitchell, South Dakota
[2025-10-21T20:03:05.198+0000] {logging_mixin.py:188} INFO - Fetching: Spearfish, South Dakota
[2025-10-21T20:03:07.489+0000] {logging_mixin.py:188} INFO - Fetching: Vermillion, South Dakota
[2025-10-21T20:03:09.805+0000] {logging_mixin.py:188} INFO - Fetching: Pierre, South Dakota
[2025-10-21T20:03:12.112+0000] {logging_mixin.py:188} INFO - Fetching: Huron, South Dakota
[2025-10-21T20:03:14.385+0000] {logging_mixin.py:188} INFO - Fetching: Fargo, North Dakota
[2025-10-21T20:03:16.649+0000] {logging_mixin.py:188} INFO - Fetching: Bismarck, North Dakota
[2025-10-21T20:03:18.099+0000] {logging_mixin.py:188} INFO - Fetching: Grand Forks, North Dakota
[2025-10-21T20:03:20.424+0000] {logging_mixin.py:188} INFO - Fetching: Minot, North Dakota
[2025-10-21T20:03:22.996+0000] {logging_mixin.py:188} INFO - Fetching: Dickinson, North Dakota
[2025-10-21T20:03:24.419+0000] {logging_mixin.py:188} INFO - Fetching: Williston, North Dakota
[2025-10-21T20:03:25.894+0000] {logging_mixin.py:188} INFO - Fetching: Wahpeton, North Dakota
[2025-10-21T20:03:28.180+0000] {logging_mixin.py:188} INFO - Fetching: Jamestown, North Dakota
[2025-10-21T20:03:30.424+0000] {logging_mixin.py:188} INFO - Fetching: West Fargo, North Dakota
[2025-10-21T20:03:32.648+0000] {logging_mixin.py:188} INFO - Fetching: Devils Lake, North Dakota
[2025-10-21T20:03:33.989+0000] {logging_mixin.py:188} INFO - Fetching: Charleston, South Carolina
[2025-10-21T20:03:36.337+0000] {logging_mixin.py:188} INFO - Fetching: Columbia, South Carolina
[2025-10-21T20:03:38.609+0000] {logging_mixin.py:188} INFO - Fetching: Greenville, South Carolina
[2025-10-21T20:03:40.838+0000] {logging_mixin.py:188} INFO - Fetching: Myrtle Beach, South Carolina
[2025-10-21T20:03:42.236+0000] {logging_mixin.py:188} INFO - Fetching: Spartanburg, South Carolina
[2025-10-21T20:03:44.413+0000] {logging_mixin.py:188} INFO - Fetching: Florence, South Carolina
[2025-10-21T20:03:48.980+0000] {logging_mixin.py:188} INFO - Fetching: Beaufort, South Carolina
[2025-10-21T20:03:50.437+0000] {logging_mixin.py:188} INFO - Fetching: Sumter, South Carolina
[2025-10-21T20:03:52.616+0000] {logging_mixin.py:188} INFO - Fetching: Rock Hill, South Carolina
[2025-10-21T20:03:54.804+0000] {logging_mixin.py:188} INFO - Fetching: Anderson, South Carolina
[2025-10-21T20:03:57.066+0000] {logging_mixin.py:188} INFO - Fetching: Albuquerque, New Mexico
[2025-10-21T20:03:58.509+0000] {logging_mixin.py:188} INFO - Fetching: Santa Fe, New Mexico
[2025-10-21T20:04:00.758+0000] {logging_mixin.py:188} INFO - Fetching: Las Cruces, New Mexico
[2025-10-21T20:04:03.170+0000] {logging_mixin.py:188} INFO - Fetching: Roswell, New Mexico
[2025-10-21T20:04:05.527+0000] {logging_mixin.py:188} INFO - Fetching: Farmington, New Mexico
[2025-10-21T20:04:06.907+0000] {logging_mixin.py:188} INFO - Fetching: Taos, New Mexico
[2025-10-21T20:04:09.058+0000] {logging_mixin.py:188} INFO - Fetching: Rio Rancho, New Mexico
[2025-10-21T20:04:11.584+0000] {logging_mixin.py:188} INFO - Fetching: Carlsbad, New Mexico
[2025-10-21T20:04:13.036+0000] {logging_mixin.py:188} INFO - Fetching: Gallup, New Mexico
[2025-10-21T20:04:28.576+0000] {logging_mixin.py:188} INFO - Fetching: Ruidoso, New Mexico
[2025-10-21T20:04:30.961+0000] {logging_mixin.py:188} INFO - Fetching: Philadelphia, Pennsylvania
[2025-10-21T20:04:32.397+0000] {logging_mixin.py:188} INFO - Fetching: Pittsburgh, Pennsylvania
[2025-10-21T20:04:34.699+0000] {logging_mixin.py:188} INFO - Fetching: Harrisburg, Pennsylvania
[2025-10-21T20:04:37.088+0000] {logging_mixin.py:188} INFO - Fetching: Allentown, Pennsylvania
[2025-10-21T20:04:39.807+0000] {logging_mixin.py:188} INFO - Fetching: Erie, Pennsylvania
[2025-10-21T20:04:41.413+0000] {logging_mixin.py:188} INFO - Fetching: Scranton, Pennsylvania
[2025-10-21T20:04:42.871+0000] {logging_mixin.py:188} INFO - Fetching: Lancaster, Pennsylvania
[2025-10-21T20:04:45.253+0000] {logging_mixin.py:188} INFO - Fetching: Bethlehem, Pennsylvania
[2025-10-21T20:04:47.701+0000] {logging_mixin.py:188} INFO - Fetching: York, Pennsylvania
[2025-10-21T20:05:13.129+0000] {logging_mixin.py:188} INFO - Fetching: State College, Pennsylvania
[2025-10-21T20:05:15.507+0000] {logging_mixin.py:188} INFO - Fetching: Oklahoma City, Oklahoma
[2025-10-21T20:05:17.884+0000] {logging_mixin.py:188} INFO - Fetching: Tulsa, Oklahoma
[2025-10-21T20:05:20.127+0000] {logging_mixin.py:188} INFO - Fetching: Norman, Oklahoma
[2025-10-21T20:05:22.670+0000] {logging_mixin.py:188} INFO - Fetching: Stillwater, Oklahoma
[2025-10-21T20:05:24.930+0000] {logging_mixin.py:188} INFO - Fetching: Edmond, Oklahoma
[2025-10-21T20:05:26.288+0000] {logging_mixin.py:188} INFO - Fetching: Lawton, Oklahoma
[2025-10-21T20:05:28.555+0000] {logging_mixin.py:188} INFO - Fetching: Broken Arrow, Oklahoma
[2025-10-21T20:05:31.165+0000] {logging_mixin.py:188} INFO - Fetching: Moore, Oklahoma
[2025-10-21T20:05:33.682+0000] {logging_mixin.py:188} INFO - Fetching: Enid, Oklahoma
[2025-10-21T20:05:36.152+0000] {logging_mixin.py:188} INFO - Fetching: Ardmore, Oklahoma
[2025-10-21T20:05:38.507+0000] {logging_mixin.py:188} INFO - Fetching: Newark, New Jersey
[2025-10-21T20:05:39.960+0000] {logging_mixin.py:188} INFO - Fetching: Jersey City, New Jersey
[2025-10-21T20:05:41.431+0000] {logging_mixin.py:188} INFO - Fetching: Atlantic City, New Jersey
[2025-10-21T20:05:43.717+0000] {logging_mixin.py:188} INFO - Fetching: Trenton, New Jersey
