[2025-10-21T17:45:46.527+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-21T17:45:46.551+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T17:45:45.179461+00:00 [queued]>
[2025-10-21T17:45:46.566+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T17:45:45.179461+00:00 [queued]>
[2025-10-21T17:45:46.567+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-21T17:45:46.582+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): extract_airbnb_forsale> on 2025-10-21 17:45:45.179461+00:00
[2025-10-21T17:45:46.591+0000] {standard_task_runner.py:63} INFO - Started process 217 to run task
[2025-10-21T17:45:46.595+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'airbnb_etl_pipeline', 'extract_airbnb_forsale', 'manual__2025-10-21T17:45:45.179461+00:00', '--job-id', '15', '--raw', '--subdir', 'DAGS_FOLDER/airbnb_etl_dag.py', '--cfg-path', '/tmp/tmpt6scvs38']
[2025-10-21T17:45:46.598+0000] {standard_task_runner.py:91} INFO - Job 15: Subtask extract_airbnb_forsale
[2025-10-21T17:45:46.674+0000] {task_command.py:426} INFO - Running <TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T17:45:45.179461+00:00 [running]> on host 7b5c622c061b
[2025-10-21T17:45:46.769+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='airbnb_etl_pipeline' AIRFLOW_CTX_TASK_ID='extract_airbnb_forsale' AIRFLOW_CTX_EXECUTION_DATE='2025-10-21T17:45:45.179461+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-10-21T17:45:45.179461+00:00'
[2025-10-21T17:45:46.772+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-21T17:45:46.785+0000] {logging_mixin.py:188} INFO - Fetching: Orlando, Florida
[2025-10-21T17:47:26.833+0000] {logging_mixin.py:188} INFO - Fetching: Winston-Salem, North Carolina
[2025-10-21T17:47:28.194+0000] {logging_mixin.py:188} INFO - Fetching: Chapel Hill, North Carolina
[2025-10-21T17:47:29.588+0000] {logging_mixin.py:188} INFO - Fetching: Cary, North Carolina
[2025-10-21T17:47:30.948+0000] {logging_mixin.py:188} INFO - Fetching: Hickory, North Carolina
[2025-10-21T17:47:32.350+0000] {logging_mixin.py:188} INFO - Fetching: Fayetteville, North Carolina
[2025-10-21T17:47:33.744+0000] {logging_mixin.py:188} INFO - Fetching: Houston, Texas
[2025-10-21T17:47:35.164+0000] {logging_mixin.py:188} INFO - Fetching: Dallas, Texas
[2025-10-21T17:47:36.525+0000] {logging_mixin.py:188} INFO - Fetching: Fort Worth, Texas
[2025-10-21T17:47:37.910+0000] {logging_mixin.py:188} INFO - Fetching: El Paso, Texas
[2025-10-21T17:47:39.238+0000] {logging_mixin.py:188} INFO - Fetching: Lubbock, Texas
[2025-10-21T17:47:40.635+0000] {logging_mixin.py:188} INFO - Fetching: Corpus Christi, Texas
[2025-10-21T17:47:42.111+0000] {logging_mixin.py:188} INFO - Fetching: Amarillo, Texas
[2025-10-21T17:47:43.592+0000] {logging_mixin.py:188} INFO - Fetching: Waco, Texas
[2025-10-21T17:47:45.152+0000] {logging_mixin.py:188} INFO - Fetching: Plano, Texas
[2025-10-21T17:47:46.658+0000] {logging_mixin.py:188} INFO - Fetching: Denton, Texas
[2025-10-21T17:47:48.109+0000] {logging_mixin.py:188} INFO - Fetching: Nashville, Tennessee
[2025-10-21T17:47:49.481+0000] {logging_mixin.py:188} INFO - Fetching: Memphis, Tennessee
[2025-10-21T17:47:50.824+0000] {logging_mixin.py:188} INFO - Fetching: Knoxville, Tennessee
[2025-10-21T17:47:52.247+0000] {logging_mixin.py:188} INFO - Fetching: Chattanooga, Tennessee
[2025-10-21T17:47:53.680+0000] {logging_mixin.py:188} INFO - Fetching: Gatlinburg, Tennessee
[2025-10-21T17:47:55.134+0000] {logging_mixin.py:188} INFO - Fetching: Pigeon Forge, Tennessee
[2025-10-21T17:47:56.534+0000] {logging_mixin.py:188} INFO - Fetching: Franklin, Tennessee
[2025-10-21T17:47:57.951+0000] {logging_mixin.py:188} INFO - Fetching: Murfreesboro, Tennessee
[2025-10-21T17:47:59.390+0000] {logging_mixin.py:188} INFO - Fetching: Clarksville, Tennessee
[2025-10-21T17:48:00.843+0000] {logging_mixin.py:188} INFO - Fetching: Johnson City, Tennessee
[2025-10-21T17:48:02.241+0000] {logging_mixin.py:188} INFO - Fetching: Chicago, Illinois
[2025-10-21T17:48:03.635+0000] {logging_mixin.py:188} INFO - Fetching: Springfield, Illinois
[2025-10-21T17:48:05.100+0000] {logging_mixin.py:188} INFO - Fetching: Peoria, Illinois
[2025-10-21T17:48:06.488+0000] {logging_mixin.py:188} INFO - Fetching: Rockford, Illinois
[2025-10-21T17:48:07.917+0000] {logging_mixin.py:188} INFO - Fetching: Champaign, Illinois
[2025-10-21T17:48:09.360+0000] {logging_mixin.py:188} INFO - Fetching: Bloomington, Illinois
[2025-10-21T17:48:10.842+0000] {logging_mixin.py:188} INFO - Fetching: Naperville, Illinois
[2025-10-21T17:48:12.307+0000] {logging_mixin.py:188} INFO - Fetching: Aurora, Illinois
[2025-10-21T17:48:13.689+0000] {logging_mixin.py:188} INFO - Fetching: Decatur, Illinois
[2025-10-21T17:48:15.081+0000] {logging_mixin.py:188} INFO - Fetching: Joliet, Illinois
[2025-10-21T17:48:16.450+0000] {logging_mixin.py:188} INFO - Fetching: Phoenix, Arizona
[2025-10-21T17:48:18.574+0000] {logging_mixin.py:188} INFO - Fetching: Tucson, Arizona
[2025-10-21T17:48:19.964+0000] {logging_mixin.py:188} INFO - Fetching: Mesa, Arizona
[2025-10-21T17:48:21.357+0000] {logging_mixin.py:188} INFO - Fetching: Scottsdale, Arizona
[2025-10-21T17:48:22.789+0000] {logging_mixin.py:188} INFO - Fetching: Tempe, Arizona
[2025-10-21T17:48:24.188+0000] {logging_mixin.py:188} INFO - Fetching: Flagstaff, Arizona
[2025-10-21T17:48:25.593+0000] {logging_mixin.py:188} INFO - Fetching: Sedona, Arizona
[2025-10-21T17:48:27.036+0000] {logging_mixin.py:188} INFO - Fetching: Prescott, Arizona
[2025-10-21T17:48:28.412+0000] {logging_mixin.py:188} INFO - Fetching: Yuma, Arizona
[2025-10-21T17:48:29.817+0000] {logging_mixin.py:188} INFO - Fetching: Glendale, Arizona
[2025-10-21T17:48:31.217+0000] {logging_mixin.py:188} INFO - Fetching: Salt Lake City, Utah
[2025-10-21T17:48:32.698+0000] {logging_mixin.py:188} INFO - Fetching: Provo, Utah
[2025-10-21T17:48:34.131+0000] {logging_mixin.py:188} INFO - Fetching: Ogden, Utah
[2025-10-21T17:48:35.475+0000] {logging_mixin.py:188} INFO - Fetching: Park City, Utah
[2025-10-21T17:48:37.073+0000] {logging_mixin.py:188} INFO - Fetching: St. George, Utah
[2025-10-21T17:48:38.466+0000] {logging_mixin.py:188} INFO - Fetching: Logan, Utah
[2025-10-21T17:48:39.938+0000] {logging_mixin.py:188} INFO - Fetching: Orem, Utah
[2025-10-21T17:48:41.286+0000] {logging_mixin.py:188} INFO - Fetching: Moab, Utah
[2025-10-21T17:48:42.668+0000] {logging_mixin.py:188} INFO - Fetching: Sandy, Utah
[2025-10-21T17:48:44.029+0000] {logging_mixin.py:188} INFO - Fetching: Layton, Utah
[2025-10-21T17:48:45.340+0000] {logging_mixin.py:188} INFO - Fetching: Portland, Oregon
[2025-10-21T17:48:46.698+0000] {logging_mixin.py:188} INFO - Fetching: Eugene, Oregon
[2025-10-21T17:48:48.172+0000] {logging_mixin.py:188} INFO - Fetching: Salem, Oregon
[2025-10-21T17:48:49.544+0000] {logging_mixin.py:188} INFO - Fetching: Bend, Oregon
[2025-10-21T17:48:50.982+0000] {logging_mixin.py:188} INFO - Fetching: Medford, Oregon
[2025-10-21T17:48:52.360+0000] {logging_mixin.py:188} INFO - Fetching: Corvallis, Oregon
[2025-10-21T17:48:53.745+0000] {logging_mixin.py:188} INFO - Fetching: Ashland, Oregon
[2025-10-21T17:48:55.110+0000] {logging_mixin.py:188} INFO - Fetching: Hillsboro, Oregon
[2025-10-21T17:48:56.459+0000] {logging_mixin.py:188} INFO - Fetching: Gresham, Oregon
[2025-10-21T17:48:57.900+0000] {logging_mixin.py:188} INFO - Fetching: Beaverton, Oregon
[2025-10-21T17:48:59.332+0000] {logging_mixin.py:188} INFO - Fetching: Billings, Montana
[2025-10-21T17:49:00.744+0000] {logging_mixin.py:188} INFO - Fetching: Missoula, Montana
[2025-10-21T17:49:02.148+0000] {logging_mixin.py:188} INFO - Fetching: Bozeman, Montana
[2025-10-21T17:49:03.646+0000] {logging_mixin.py:188} INFO - Fetching: Helena, Montana
[2025-10-21T17:49:05.117+0000] {logging_mixin.py:188} INFO - Fetching: Great Falls, Montana
[2025-10-21T17:49:06.537+0000] {logging_mixin.py:188} INFO - Fetching: Kalispell, Montana
[2025-10-21T17:49:07.951+0000] {logging_mixin.py:188} INFO - Fetching: Butte, Montana
[2025-10-21T17:49:09.452+0000] {logging_mixin.py:188} INFO - Fetching: Whitefish, Montana
[2025-10-21T17:49:10.861+0000] {logging_mixin.py:188} INFO - Fetching: Livingston, Montana
[2025-10-21T17:49:12.257+0000] {logging_mixin.py:188} INFO - Fetching: Big Sky, Montana
[2025-10-21T17:49:13.650+0000] {logging_mixin.py:188} INFO - Fetching: Las Vegas, Nevada
[2025-10-21T17:49:24.046+0000] {logging_mixin.py:188} INFO - Error fetching Las Vegas, Nevada: Expecting value: line 1 column 1 (char 0)
[2025-10-21T17:49:24.049+0000] {logging_mixin.py:188} INFO - Fetching: Reno, Nevada
[2025-10-21T17:49:25.429+0000] {logging_mixin.py:188} INFO - Fetching: Carson City, Nevada
[2025-10-21T17:49:26.820+0000] {logging_mixin.py:188} INFO - Fetching: Henderson, Nevada
[2025-10-21T17:49:28.173+0000] {logging_mixin.py:188} INFO - Fetching: North Las Vegas, Nevada
[2025-10-21T17:49:29.563+0000] {logging_mixin.py:188} INFO - Fetching: Elko, Nevada
[2025-10-21T17:49:30.979+0000] {logging_mixin.py:188} INFO - Fetching: Mesquite, Nevada
[2025-10-21T17:49:32.383+0000] {logging_mixin.py:188} INFO - Fetching: Sparks, Nevada
[2025-10-21T17:49:33.803+0000] {logging_mixin.py:188} INFO - Fetching: Pahrump, Nevada
[2025-10-21T17:49:35.229+0000] {logging_mixin.py:188} INFO - Fetching: Boulder City, Nevada
[2025-10-21T17:49:36.764+0000] {logging_mixin.py:188} INFO - Fetching: Charleston, West Virginia
[2025-10-21T17:49:38.251+0000] {logging_mixin.py:188} INFO - Fetching: Morgantown, West Virginia
[2025-10-21T17:49:39.693+0000] {logging_mixin.py:188} INFO - Fetching: Huntington, West Virginia
[2025-10-21T17:49:56.515+0000] {logging_mixin.py:188} INFO - Fetching: Wheeling, West Virginia
[2025-10-21T17:49:57.983+0000] {logging_mixin.py:188} INFO - Fetching: Beckley, West Virginia
[2025-10-21T17:50:05.023+0000] {logging_mixin.py:188} INFO - Fetching: Fairmont, West Virginia
[2025-10-21T17:50:07.285+0000] {logging_mixin.py:188} INFO - Fetching: Parkersburg, West Virginia
[2025-10-21T17:50:08.700+0000] {logging_mixin.py:188} INFO - Fetching: Martinsburg, West Virginia
[2025-10-21T17:50:10.064+0000] {logging_mixin.py:188} INFO - Fetching: Bluefield, West Virginia
[2025-10-21T17:50:11.666+0000] {logging_mixin.py:188} INFO - Fetching: Clarksburg, West Virginia
[2025-10-21T17:50:13.027+0000] {logging_mixin.py:188} INFO - Fetching: Cheyenne, Wyoming
[2025-10-21T17:50:14.463+0000] {logging_mixin.py:188} INFO - Fetching: Casper, Wyoming
[2025-10-21T17:50:15.854+0000] {logging_mixin.py:188} INFO - Fetching: Jackson, Wyoming
[2025-10-21T17:50:17.293+0000] {logging_mixin.py:188} INFO - Fetching: Laramie, Wyoming
[2025-10-21T17:50:18.739+0000] {logging_mixin.py:188} INFO - Fetching: Rock Springs, Wyoming
[2025-10-21T17:50:20.125+0000] {logging_mixin.py:188} INFO - Fetching: Gillette, Wyoming
[2025-10-21T17:50:37.363+0000] {logging_mixin.py:188} INFO - Fetching: Sheridan, Wyoming
[2025-10-21T17:50:38.778+0000] {logging_mixin.py:188} INFO - Fetching: Cody, Wyoming
[2025-10-21T17:50:40.221+0000] {logging_mixin.py:188} INFO - Fetching: Riverton, Wyoming
[2025-10-21T17:50:41.598+0000] {logging_mixin.py:188} INFO - Fetching: Evanston, Wyoming
[2025-10-21T17:50:43.417+0000] {logging_mixin.py:188} INFO - Fetching: Sioux Falls, South Dakota
[2025-10-21T17:50:54.420+0000] {logging_mixin.py:188} INFO - Fetching: Rapid City, South Dakota
[2025-10-21T17:50:55.844+0000] {logging_mixin.py:188} INFO - Fetching: Brookings, South Dakota
[2025-10-21T17:50:57.260+0000] {logging_mixin.py:188} INFO - Fetching: Aberdeen, South Dakota
[2025-10-21T17:51:07.835+0000] {logging_mixin.py:188} INFO - Error fetching Aberdeen, South Dakota: Expecting value: line 1 column 1 (char 0)
[2025-10-21T17:51:07.838+0000] {logging_mixin.py:188} INFO - Fetching: Watertown, South Dakota
[2025-10-21T17:51:09.298+0000] {logging_mixin.py:188} INFO - Fetching: Mitchell, South Dakota
[2025-10-21T17:51:10.708+0000] {logging_mixin.py:188} INFO - Fetching: Spearfish, South Dakota
[2025-10-21T17:51:26.679+0000] {logging_mixin.py:188} INFO - Fetching: Vermillion, South Dakota
[2025-10-21T17:51:28.200+0000] {logging_mixin.py:188} INFO - Fetching: Pierre, South Dakota
[2025-10-21T17:51:29.598+0000] {logging_mixin.py:188} INFO - Fetching: Huron, South Dakota
[2025-10-21T17:51:30.951+0000] {logging_mixin.py:188} INFO - Fetching: Fargo, North Dakota
[2025-10-21T17:51:32.346+0000] {logging_mixin.py:188} INFO - Fetching: Bismarck, North Dakota
[2025-10-21T17:51:34.097+0000] {logging_mixin.py:188} INFO - Fetching: Grand Forks, North Dakota
[2025-10-21T17:51:35.861+0000] {logging_mixin.py:188} INFO - Fetching: Minot, North Dakota
[2025-10-21T17:51:37.262+0000] {logging_mixin.py:188} INFO - Fetching: Dickinson, North Dakota
[2025-10-21T17:51:38.590+0000] {logging_mixin.py:188} INFO - Fetching: Williston, North Dakota
[2025-10-21T17:51:39.988+0000] {logging_mixin.py:188} INFO - Fetching: Wahpeton, North Dakota
[2025-10-21T17:51:41.366+0000] {logging_mixin.py:188} INFO - Fetching: Jamestown, North Dakota
[2025-10-21T17:52:11.716+0000] {logging_mixin.py:188} INFO - Error fetching Jamestown, North Dakota: HTTPSConnectionPool(host='airdna1.p.rapidapi.com', port=443): Read timed out. (read timeout=30)
[2025-10-21T17:52:11.717+0000] {logging_mixin.py:188} INFO - Fetching: West Fargo, North Dakota
[2025-10-21T17:52:13.478+0000] {logging_mixin.py:188} INFO - Fetching: Devils Lake, North Dakota
[2025-10-21T17:52:14.889+0000] {logging_mixin.py:188} INFO - Fetching: Charleston, South Carolina
[2025-10-21T17:52:16.258+0000] {logging_mixin.py:188} INFO - Fetching: Columbia, South Carolina
[2025-10-21T17:52:17.643+0000] {logging_mixin.py:188} INFO - Fetching: Greenville, South Carolina
[2025-10-21T17:52:19.095+0000] {logging_mixin.py:188} INFO - Fetching: Myrtle Beach, South Carolina
[2025-10-21T17:52:20.536+0000] {logging_mixin.py:188} INFO - Fetching: Spartanburg, South Carolina
[2025-10-21T17:52:21.967+0000] {logging_mixin.py:188} INFO - Fetching: Florence, South Carolina
[2025-10-21T17:52:23.435+0000] {logging_mixin.py:188} INFO - Fetching: Beaufort, South Carolina
[2025-10-21T17:52:24.903+0000] {logging_mixin.py:188} INFO - Fetching: Sumter, South Carolina
[2025-10-21T17:52:26.263+0000] {logging_mixin.py:188} INFO - Fetching: Rock Hill, South Carolina
[2025-10-21T17:52:27.640+0000] {logging_mixin.py:188} INFO - Fetching: Anderson, South Carolina
[2025-10-21T17:52:29.012+0000] {logging_mixin.py:188} INFO - Fetching: Albuquerque, New Mexico
[2025-10-21T17:52:30.439+0000] {logging_mixin.py:188} INFO - Fetching: Santa Fe, New Mexico
[2025-10-21T17:52:31.910+0000] {logging_mixin.py:188} INFO - Fetching: Las Cruces, New Mexico
[2025-10-21T17:52:33.300+0000] {logging_mixin.py:188} INFO - Fetching: Roswell, New Mexico
[2025-10-21T17:52:34.688+0000] {logging_mixin.py:188} INFO - Fetching: Farmington, New Mexico
[2025-10-21T17:52:36.149+0000] {logging_mixin.py:188} INFO - Fetching: Taos, New Mexico
[2025-10-21T17:52:37.550+0000] {logging_mixin.py:188} INFO - Fetching: Rio Rancho, New Mexico
[2025-10-21T17:52:38.971+0000] {logging_mixin.py:188} INFO - Fetching: Carlsbad, New Mexico
[2025-10-21T17:52:40.368+0000] {logging_mixin.py:188} INFO - Fetching: Gallup, New Mexico
[2025-10-21T17:52:41.773+0000] {logging_mixin.py:188} INFO - Fetching: Ruidoso, New Mexico
[2025-10-21T17:52:43.325+0000] {logging_mixin.py:188} INFO - Fetching: Philadelphia, Pennsylvania
[2025-10-21T17:52:44.726+0000] {logging_mixin.py:188} INFO - Fetching: Pittsburgh, Pennsylvania
[2025-10-21T17:52:46.094+0000] {logging_mixin.py:188} INFO - Fetching: Harrisburg, Pennsylvania
[2025-10-21T17:52:47.592+0000] {logging_mixin.py:188} INFO - Fetching: Allentown, Pennsylvania
[2025-10-21T17:52:48.972+0000] {logging_mixin.py:188} INFO - Fetching: Erie, Pennsylvania
[2025-10-21T17:52:50.352+0000] {logging_mixin.py:188} INFO - Fetching: Scranton, Pennsylvania
[2025-10-21T17:52:51.919+0000] {logging_mixin.py:188} INFO - Fetching: Lancaster, Pennsylvania
[2025-10-21T17:52:53.298+0000] {logging_mixin.py:188} INFO - Fetching: Bethlehem, Pennsylvania
[2025-10-21T17:52:54.679+0000] {logging_mixin.py:188} INFO - Fetching: York, Pennsylvania
[2025-10-21T17:52:56.077+0000] {logging_mixin.py:188} INFO - Fetching: State College, Pennsylvania
[2025-10-21T17:52:57.435+0000] {logging_mixin.py:188} INFO - Fetching: Oklahoma City, Oklahoma
[2025-10-21T17:52:58.912+0000] {logging_mixin.py:188} INFO - Fetching: Tulsa, Oklahoma
[2025-10-21T17:53:00.310+0000] {logging_mixin.py:188} INFO - Fetching: Norman, Oklahoma
[2025-10-21T17:53:01.695+0000] {logging_mixin.py:188} INFO - Fetching: Stillwater, Oklahoma
[2025-10-21T17:53:03.057+0000] {logging_mixin.py:188} INFO - Fetching: Edmond, Oklahoma
[2025-10-21T17:53:04.560+0000] {logging_mixin.py:188} INFO - Fetching: Lawton, Oklahoma
[2025-10-21T17:53:05.989+0000] {logging_mixin.py:188} INFO - Fetching: Broken Arrow, Oklahoma
[2025-10-21T17:53:07.411+0000] {logging_mixin.py:188} INFO - Fetching: Moore, Oklahoma
[2025-10-21T17:53:08.711+0000] {logging_mixin.py:188} INFO - Fetching: Enid, Oklahoma
