[2025-10-21T19:20:36.801+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-21T19:20:36.857+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:20:31.904533+00:00 [queued]>
[2025-10-21T19:20:36.870+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:20:31.904533+00:00 [queued]>
[2025-10-21T19:20:36.872+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-21T19:20:36.896+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): extract_airbnb_forsale> on 2025-10-21 19:20:31.904533+00:00
[2025-10-21T19:20:36.917+0000] {standard_task_runner.py:63} INFO - Started process 184 to run task
[2025-10-21T19:20:36.926+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'airbnb_etl_pipeline', 'extract_airbnb_forsale', 'manual__2025-10-21T19:20:31.904533+00:00', '--job-id', '22', '--raw', '--subdir', 'DAGS_FOLDER/airbnb_etl_dag.py', '--cfg-path', '/tmp/tmphfmxyj_o']
[2025-10-21T19:20:36.933+0000] {standard_task_runner.py:91} INFO - Job 22: Subtask extract_airbnb_forsale
[2025-10-21T19:20:37.083+0000] {task_command.py:426} INFO - Running <TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:20:31.904533+00:00 [running]> on host abb000c1ba76
[2025-10-21T19:20:37.307+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='airbnb_etl_pipeline' AIRFLOW_CTX_TASK_ID='extract_airbnb_forsale' AIRFLOW_CTX_EXECUTION_DATE='2025-10-21T19:20:31.904533+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-10-21T19:20:31.904533+00:00'
[2025-10-21T19:20:37.310+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-21T19:20:37.385+0000] {logging_mixin.py:188} INFO - Fetching: Orlando, Florida
[2025-10-21T19:21:25.574+0000] {logging_mixin.py:188} INFO - Fetching: Gainesville, Florida
[2025-10-21T19:21:27.054+0000] {logging_mixin.py:188} INFO - Fetching: Ocala, Florida
[2025-10-21T19:21:29.340+0000] {logging_mixin.py:188} INFO - Fetching: Daytona Beach, Florida
[2025-10-21T19:21:31.745+0000] {logging_mixin.py:188} INFO - Fetching: Fort Lauderdale, Florida
[2025-10-21T19:21:33.207+0000] {logging_mixin.py:188} INFO - Fetching: West Palm Beach, Florida
[2025-10-21T19:21:34.683+0000] {logging_mixin.py:188} INFO - Fetching: Naples, Florida
[2025-10-21T19:21:36.938+0000] {logging_mixin.py:188} INFO - Fetching: Fort Myers, Florida
[2025-10-21T19:21:38.353+0000] {logging_mixin.py:188} INFO - Fetching: Sarasota, Florida
[2025-10-21T19:21:39.943+0000] {logging_mixin.py:188} INFO - Fetching: Pensacola, Florida
[2025-10-21T19:21:42.292+0000] {logging_mixin.py:188} INFO - Fetching: Destin, Florida
[2025-10-21T19:21:44.654+0000] {logging_mixin.py:188} INFO - Fetching: Panama City Beach, Florida
[2025-10-21T19:21:46.116+0000] {logging_mixin.py:188} INFO - Fetching: St. Petersburg, Florida
[2025-10-21T19:21:47.520+0000] {logging_mixin.py:188} INFO - Fetching: Port St. Lucie, Florida
[2025-10-21T19:21:49.851+0000] {logging_mixin.py:188} INFO - Fetching: Detroit, Michigan
[2025-10-21T19:21:51.280+0000] {logging_mixin.py:188} INFO - Fetching: Lansing, Michigan
[2025-10-21T19:21:53.567+0000] {logging_mixin.py:188} INFO - Fetching: Flint, Michigan
[2025-10-21T19:21:55.969+0000] {logging_mixin.py:188} INFO - Fetching: Kalamazoo, Michigan
[2025-10-21T19:21:57.489+0000] {logging_mixin.py:188} INFO - Fetching: Battle Creek, Michigan
[2025-10-21T19:22:01.037+0000] {logging_mixin.py:188} INFO - Fetching: Muskegon, Michigan
[2025-10-21T19:22:03.852+0000] {logging_mixin.py:188} INFO - Fetching: Holland, Michigan
[2025-10-21T19:22:05.303+0000] {logging_mixin.py:188} INFO - Fetching: Marquette, Michigan
[2025-10-21T19:22:06.927+0000] {logging_mixin.py:188} INFO - Fetching: Petoskey, Michigan
[2025-10-21T19:22:09.210+0000] {logging_mixin.py:188} INFO - Fetching: Bay City, Michigan
[2025-10-21T19:22:11.494+0000] {logging_mixin.py:188} INFO - Fetching: Atlanta, Georgia
[2025-10-21T19:22:12.927+0000] {logging_mixin.py:188} INFO - Fetching: Augusta, Georgia
[2025-10-21T19:22:14.290+0000] {logging_mixin.py:188} INFO - Fetching: Savannah, Georgia
[2025-10-21T19:22:17.104+0000] {logging_mixin.py:188} INFO - Fetching: Macon, Georgia
[2025-10-21T19:22:19.492+0000] {logging_mixin.py:188} INFO - Fetching: Albany, Georgia
[2025-10-21T19:22:21.660+0000] {logging_mixin.py:188} INFO - Fetching: Valdosta, Georgia
[2025-10-21T19:22:23.087+0000] {logging_mixin.py:188} INFO - Fetching: Athens, Georgia
[2025-10-21T19:22:24.455+0000] {logging_mixin.py:188} INFO - Fetching: Marietta, Georgia
[2025-10-21T19:22:26.753+0000] {logging_mixin.py:188} INFO - Fetching: Roswell, Georgia
[2025-10-21T19:22:29.084+0000] {logging_mixin.py:188} INFO - Fetching: Dalton, Georgia
[2025-10-21T19:22:30.453+0000] {logging_mixin.py:188} INFO - Fetching: Charlotte, North Carolina
[2025-10-21T19:22:32.841+0000] {logging_mixin.py:188} INFO - Fetching: Raleigh, North Carolina
[2025-10-21T19:22:35.197+0000] {logging_mixin.py:188} INFO - Fetching: Durham, North Carolina
[2025-10-21T19:22:37.440+0000] {logging_mixin.py:188} INFO - Fetching: Greensboro, North Carolina
[2025-10-21T19:22:39.840+0000] {logging_mixin.py:188} INFO - Fetching: Asheville, North Carolina
[2025-10-21T19:22:41.231+0000] {logging_mixin.py:188} INFO - Fetching: Winston-Salem, North Carolina
[2025-10-21T19:22:43.507+0000] {logging_mixin.py:188} INFO - Fetching: Chapel Hill, North Carolina
[2025-10-21T19:22:45.807+0000] {logging_mixin.py:188} INFO - Fetching: Cary, North Carolina
[2025-10-21T19:23:00.432+0000] {logging_mixin.py:188} INFO - Fetching: Hickory, North Carolina
[2025-10-21T19:23:02.806+0000] {logging_mixin.py:188} INFO - Fetching: Fayetteville, North Carolina
[2025-10-21T19:23:04.218+0000] {logging_mixin.py:188} INFO - Fetching: Houston, Texas
[2025-10-21T19:23:06.390+0000] {logging_mixin.py:188} INFO - Fetching: Dallas, Texas
[2025-10-21T19:23:08.720+0000] {logging_mixin.py:188} INFO - Fetching: Fort Worth, Texas
[2025-10-21T19:23:10.158+0000] {logging_mixin.py:188} INFO - Fetching: El Paso, Texas
[2025-10-21T19:23:11.569+0000] {logging_mixin.py:188} INFO - Fetching: Lubbock, Texas
[2025-10-21T19:23:13.838+0000] {logging_mixin.py:188} INFO - Fetching: Corpus Christi, Texas
[2025-10-21T19:23:16.112+0000] {logging_mixin.py:188} INFO - Fetching: Amarillo, Texas
[2025-10-21T19:23:18.236+0000] {logging_mixin.py:188} INFO - Fetching: Waco, Texas
[2025-10-21T19:23:20.436+0000] {logging_mixin.py:188} INFO - Fetching: Plano, Texas
[2025-10-21T19:23:22.742+0000] {logging_mixin.py:188} INFO - Fetching: Denton, Texas
[2025-10-21T19:23:33.188+0000] {logging_mixin.py:188} INFO - Error fetching Denton, Texas: Expecting value: line 1 column 1 (char 0)
[2025-10-21T19:23:33.190+0000] {logging_mixin.py:188} INFO - Fetching: Nashville, Tennessee
[2025-10-21T19:23:35.536+0000] {logging_mixin.py:188} INFO - Fetching: Memphis, Tennessee
[2025-10-21T19:23:37.762+0000] {logging_mixin.py:188} INFO - Fetching: Knoxville, Tennessee
[2025-10-21T19:23:50.402+0000] {logging_mixin.py:188} INFO - Fetching: Chattanooga, Tennessee
[2025-10-21T19:23:51.827+0000] {logging_mixin.py:188} INFO - Fetching: Gatlinburg, Tennessee
[2025-10-21T19:23:54.078+0000] {logging_mixin.py:188} INFO - Fetching: Pigeon Forge, Tennessee
[2025-10-21T19:23:55.444+0000] {logging_mixin.py:188} INFO - Fetching: Franklin, Tennessee
[2025-10-21T19:23:57.808+0000] {logging_mixin.py:188} INFO - Fetching: Murfreesboro, Tennessee
[2025-10-21T19:24:00.177+0000] {logging_mixin.py:188} INFO - Fetching: Clarksville, Tennessee
[2025-10-21T19:24:02.492+0000] {logging_mixin.py:188} INFO - Fetching: Johnson City, Tennessee
[2025-10-21T19:24:04.015+0000] {logging_mixin.py:188} INFO - Fetching: Chicago, Illinois
[2025-10-21T19:24:06.257+0000] {logging_mixin.py:188} INFO - Fetching: Springfield, Illinois
[2025-10-21T19:24:08.688+0000] {logging_mixin.py:188} INFO - Fetching: Peoria, Illinois
[2025-10-21T19:24:11.021+0000] {logging_mixin.py:188} INFO - Fetching: Rockford, Illinois
[2025-10-21T19:24:21.462+0000] {logging_mixin.py:188} INFO - Error fetching Rockford, Illinois: Expecting value: line 1 column 1 (char 0)
[2025-10-21T19:24:21.464+0000] {logging_mixin.py:188} INFO - Fetching: Champaign, Illinois
[2025-10-21T19:24:23.780+0000] {logging_mixin.py:188} INFO - Fetching: Bloomington, Illinois
[2025-10-21T19:24:25.507+0000] {logging_mixin.py:188} INFO - Fetching: Naperville, Illinois
[2025-10-21T19:24:27.680+0000] {logging_mixin.py:188} INFO - Fetching: Aurora, Illinois
[2025-10-21T19:24:29.945+0000] {logging_mixin.py:188} INFO - Fetching: Decatur, Illinois
[2025-10-21T19:24:31.326+0000] {logging_mixin.py:188} INFO - Fetching: Joliet, Illinois
[2025-10-21T19:24:33.686+0000] {logging_mixin.py:188} INFO - Fetching: Phoenix, Arizona
[2025-10-21T19:24:35.919+0000] {logging_mixin.py:188} INFO - Fetching: Tucson, Arizona
[2025-10-21T19:24:38.276+0000] {logging_mixin.py:188} INFO - Fetching: Mesa, Arizona
[2025-10-21T19:24:40.588+0000] {logging_mixin.py:188} INFO - Fetching: Scottsdale, Arizona
[2025-10-21T19:24:41.952+0000] {logging_mixin.py:188} INFO - Fetching: Tempe, Arizona
[2025-10-21T19:24:44.238+0000] {logging_mixin.py:188} INFO - Fetching: Flagstaff, Arizona
[2025-10-21T19:24:46.395+0000] {logging_mixin.py:188} INFO - Fetching: Sedona, Arizona
[2025-10-21T19:24:47.792+0000] {logging_mixin.py:188} INFO - Fetching: Prescott, Arizona
[2025-10-21T19:24:50.096+0000] {logging_mixin.py:188} INFO - Fetching: Yuma, Arizona
[2025-10-21T19:24:52.386+0000] {logging_mixin.py:188} INFO - Fetching: Glendale, Arizona
[2025-10-21T19:24:53.806+0000] {logging_mixin.py:188} INFO - Fetching: Salt Lake City, Utah
[2025-10-21T19:24:56.052+0000] {logging_mixin.py:188} INFO - Fetching: Provo, Utah
[2025-10-21T19:24:58.331+0000] {logging_mixin.py:188} INFO - Fetching: Ogden, Utah
[2025-10-21T19:25:00.538+0000] {logging_mixin.py:188} INFO - Fetching: Park City, Utah
[2025-10-21T19:25:02.859+0000] {logging_mixin.py:188} INFO - Fetching: St. George, Utah
[2025-10-21T19:25:05.111+0000] {logging_mixin.py:188} INFO - Fetching: Logan, Utah
[2025-10-21T19:25:13.639+0000] {logging_mixin.py:188} INFO - Fetching: Orem, Utah
[2025-10-21T19:25:15.764+0000] {logging_mixin.py:188} INFO - Fetching: Moab, Utah
[2025-10-21T19:25:17.166+0000] {logging_mixin.py:188} INFO - Fetching: Sandy, Utah
[2025-10-21T19:25:19.324+0000] {logging_mixin.py:188} INFO - Fetching: Layton, Utah
[2025-10-21T19:25:21.622+0000] {logging_mixin.py:188} INFO - Fetching: Portland, Oregon
[2025-10-21T19:25:24.508+0000] {logging_mixin.py:188} INFO - Fetching: Eugene, Oregon
[2025-10-21T19:25:26.806+0000] {logging_mixin.py:188} INFO - Fetching: Salem, Oregon
[2025-10-21T19:25:29.041+0000] {logging_mixin.py:188} INFO - Fetching: Bend, Oregon
[2025-10-21T19:25:52.938+0000] {logging_mixin.py:188} INFO - Fetching: Medford, Oregon
[2025-10-21T19:25:55.184+0000] {logging_mixin.py:188} INFO - Fetching: Corvallis, Oregon
[2025-10-21T19:25:57.462+0000] {logging_mixin.py:188} INFO - Fetching: Ashland, Oregon
[2025-10-21T19:25:58.877+0000] {logging_mixin.py:188} INFO - Fetching: Hillsboro, Oregon
[2025-10-21T19:26:01.105+0000] {logging_mixin.py:188} INFO - Fetching: Gresham, Oregon
[2025-10-21T19:26:03.517+0000] {logging_mixin.py:188} INFO - Fetching: Beaverton, Oregon
[2025-10-21T19:26:16.425+0000] {logging_mixin.py:188} INFO - Fetching: Billings, Montana
[2025-10-21T19:26:18.630+0000] {logging_mixin.py:188} INFO - Fetching: Missoula, Montana
[2025-10-21T19:26:20.903+0000] {logging_mixin.py:188} INFO - Fetching: Bozeman, Montana
[2025-10-21T19:26:37.888+0000] {logging_mixin.py:188} INFO - Fetching: Helena, Montana
[2025-10-21T19:26:40.154+0000] {logging_mixin.py:188} INFO - Fetching: Great Falls, Montana
[2025-10-21T19:26:42.585+0000] {logging_mixin.py:188} INFO - Fetching: Kalispell, Montana
[2025-10-21T19:26:45.935+0000] {logging_mixin.py:188} INFO - Fetching: Butte, Montana
[2025-10-21T19:26:47.428+0000] {logging_mixin.py:188} INFO - Fetching: Whitefish, Montana
[2025-10-21T19:26:49.694+0000] {logging_mixin.py:188} INFO - Fetching: Livingston, Montana
[2025-10-21T19:26:52.271+0000] {logging_mixin.py:188} INFO - Fetching: Big Sky, Montana
[2025-10-21T19:26:54.587+0000] {logging_mixin.py:188} INFO - Fetching: Las Vegas, Nevada
[2025-10-21T19:26:56.055+0000] {logging_mixin.py:188} INFO - Fetching: Reno, Nevada
[2025-10-21T19:26:57.409+0000] {logging_mixin.py:188} INFO - Fetching: Carson City, Nevada
[2025-10-21T19:26:59.909+0000] {logging_mixin.py:188} INFO - Fetching: Henderson, Nevada
[2025-10-21T19:27:01.354+0000] {logging_mixin.py:188} INFO - Fetching: North Las Vegas, Nevada
[2025-10-21T19:27:03.738+0000] {logging_mixin.py:188} INFO - Fetching: Elko, Nevada
[2025-10-21T19:27:06.031+0000] {logging_mixin.py:188} INFO - Fetching: Mesquite, Nevada
[2025-10-21T19:27:07.443+0000] {logging_mixin.py:188} INFO - Fetching: Sparks, Nevada
[2025-10-21T19:27:08.829+0000] {logging_mixin.py:188} INFO - Fetching: Pahrump, Nevada
[2025-10-21T19:27:11.126+0000] {logging_mixin.py:188} INFO - Fetching: Boulder City, Nevada
[2025-10-21T19:27:13.451+0000] {logging_mixin.py:188} INFO - Fetching: Charleston, West Virginia
[2025-10-21T19:27:14.897+0000] {logging_mixin.py:188} INFO - Fetching: Morgantown, West Virginia
[2025-10-21T19:27:17.198+0000] {logging_mixin.py:188} INFO - Fetching: Huntington, West Virginia
[2025-10-21T19:27:20.059+0000] {logging_mixin.py:188} INFO - Fetching: Wheeling, West Virginia
[2025-10-21T19:27:22.937+0000] {logging_mixin.py:188} INFO - Fetching: Beckley, West Virginia
[2025-10-21T19:27:25.227+0000] {logging_mixin.py:188} INFO - Fetching: Fairmont, West Virginia
[2025-10-21T19:27:27.592+0000] {logging_mixin.py:188} INFO - Fetching: Parkersburg, West Virginia
[2025-10-21T19:27:29.767+0000] {logging_mixin.py:188} INFO - Fetching: Martinsburg, West Virginia
[2025-10-21T19:27:32.261+0000] {logging_mixin.py:188} INFO - Fetching: Bluefield, West Virginia
[2025-10-21T19:27:34.491+0000] {logging_mixin.py:188} INFO - Fetching: Clarksburg, West Virginia
[2025-10-21T19:27:35.857+0000] {logging_mixin.py:188} INFO - Fetching: Cheyenne, Wyoming
[2025-10-21T19:27:38.069+0000] {logging_mixin.py:188} INFO - Fetching: Casper, Wyoming
[2025-10-21T19:27:40.515+0000] {logging_mixin.py:188} INFO - Fetching: Jackson, Wyoming
[2025-10-21T19:27:41.901+0000] {logging_mixin.py:188} INFO - Fetching: Laramie, Wyoming
[2025-10-21T19:27:44.162+0000] {logging_mixin.py:188} INFO - Fetching: Rock Springs, Wyoming
[2025-10-21T19:27:46.391+0000] {logging_mixin.py:188} INFO - Fetching: Gillette, Wyoming
[2025-10-21T19:27:49.081+0000] {logging_mixin.py:188} INFO - Fetching: Sheridan, Wyoming
[2025-10-21T19:27:51.322+0000] {logging_mixin.py:188} INFO - Fetching: Cody, Wyoming
[2025-10-21T19:27:53.475+0000] {logging_mixin.py:188} INFO - Fetching: Riverton, Wyoming
[2025-10-21T19:27:55.772+0000] {logging_mixin.py:188} INFO - Fetching: Evanston, Wyoming
[2025-10-21T19:27:58.091+0000] {logging_mixin.py:188} INFO - Fetching: Sioux Falls, South Dakota
[2025-10-21T19:28:00.259+0000] {logging_mixin.py:188} INFO - Fetching: Rapid City, South Dakota
[2025-10-21T19:28:02.493+0000] {logging_mixin.py:188} INFO - Fetching: Brookings, South Dakota
[2025-10-21T19:28:29.652+0000] {logging_mixin.py:188} INFO - Fetching: Aberdeen, South Dakota
[2025-10-21T19:28:31.884+0000] {logging_mixin.py:188} INFO - Fetching: Watertown, South Dakota
[2025-10-21T19:28:33.330+0000] {logging_mixin.py:188} INFO - Fetching: Mitchell, South Dakota
[2025-10-21T19:28:40.412+0000] {logging_mixin.py:188} INFO - Fetching: Spearfish, South Dakota
[2025-10-21T19:28:44.260+0000] {logging_mixin.py:188} INFO - Fetching: Vermillion, South Dakota
[2025-10-21T19:28:45.658+0000] {logging_mixin.py:188} INFO - Fetching: Pierre, South Dakota
[2025-10-21T19:28:47.897+0000] {logging_mixin.py:188} INFO - Fetching: Huron, South Dakota
[2025-10-21T19:28:49.422+0000] {logging_mixin.py:188} INFO - Fetching: Fargo, North Dakota
[2025-10-21T19:28:51.600+0000] {logging_mixin.py:188} INFO - Fetching: Bismarck, North Dakota
[2025-10-21T19:28:54.136+0000] {logging_mixin.py:188} INFO - Fetching: Grand Forks, North Dakota
[2025-10-21T19:28:55.923+0000] {logging_mixin.py:188} INFO - Fetching: Minot, North Dakota
[2025-10-21T19:28:58.135+0000] {logging_mixin.py:188} INFO - Fetching: Dickinson, North Dakota
[2025-10-21T19:29:00.322+0000] {logging_mixin.py:188} INFO - Fetching: Williston, North Dakota
[2025-10-21T19:29:01.712+0000] {logging_mixin.py:188} INFO - Fetching: Wahpeton, North Dakota
[2025-10-21T19:29:04.028+0000] {logging_mixin.py:188} INFO - Fetching: Jamestown, North Dakota
[2025-10-21T19:29:05.407+0000] {logging_mixin.py:188} INFO - Fetching: West Fargo, North Dakota
[2025-10-21T19:29:07.714+0000] {logging_mixin.py:188} INFO - Fetching: Devils Lake, North Dakota
[2025-10-21T19:29:09.944+0000] {logging_mixin.py:188} INFO - Fetching: Charleston, South Carolina
[2025-10-21T19:29:12.307+0000] {logging_mixin.py:188} INFO - Fetching: Columbia, South Carolina
[2025-10-21T19:29:14.589+0000] {logging_mixin.py:188} INFO - Fetching: Greenville, South Carolina
[2025-10-21T19:29:16.861+0000] {logging_mixin.py:188} INFO - Fetching: Myrtle Beach, South Carolina
[2025-10-21T19:29:19.121+0000] {logging_mixin.py:188} INFO - Fetching: Spartanburg, South Carolina
[2025-10-21T19:29:21.294+0000] {logging_mixin.py:188} INFO - Fetching: Florence, South Carolina
[2025-10-21T19:29:23.691+0000] {logging_mixin.py:188} INFO - Fetching: Beaufort, South Carolina
[2025-10-21T19:29:25.159+0000] {logging_mixin.py:188} INFO - Fetching: Sumter, South Carolina
[2025-10-21T19:29:27.472+0000] {logging_mixin.py:188} INFO - Fetching: Rock Hill, South Carolina
[2025-10-21T19:29:29.753+0000] {logging_mixin.py:188} INFO - Fetching: Anderson, South Carolina
[2025-10-21T19:29:31.226+0000] {logging_mixin.py:188} INFO - Fetching: Albuquerque, New Mexico
[2025-10-21T19:29:32.709+0000] {logging_mixin.py:188} INFO - Fetching: Santa Fe, New Mexico
[2025-10-21T19:29:35.190+0000] {logging_mixin.py:188} INFO - Fetching: Las Cruces, New Mexico
[2025-10-21T19:29:37.437+0000] {logging_mixin.py:188} INFO - Fetching: Roswell, New Mexico
[2025-10-21T19:29:39.670+0000] {logging_mixin.py:188} INFO - Fetching: Farmington, New Mexico
[2025-10-21T19:29:41.237+0000] {logging_mixin.py:188} INFO - Fetching: Taos, New Mexico
[2025-10-21T19:29:42.685+0000] {logging_mixin.py:188} INFO - Fetching: Rio Rancho, New Mexico
[2025-10-21T19:29:45.110+0000] {logging_mixin.py:188} INFO - Fetching: Carlsbad, New Mexico
[2025-10-21T19:29:47.420+0000] {logging_mixin.py:188} INFO - Fetching: Gallup, New Mexico
[2025-10-21T19:29:48.786+0000] {logging_mixin.py:188} INFO - Fetching: Ruidoso, New Mexico
[2025-10-21T19:29:51.004+0000] {logging_mixin.py:188} INFO - Fetching: Philadelphia, Pennsylvania
[2025-10-21T19:29:52.415+0000] {logging_mixin.py:188} INFO - Fetching: Pittsburgh, Pennsylvania
[2025-10-21T19:29:54.724+0000] {logging_mixin.py:188} INFO - Fetching: Harrisburg, Pennsylvania
[2025-10-21T19:29:56.991+0000] {logging_mixin.py:188} INFO - Fetching: Allentown, Pennsylvania
[2025-10-21T19:29:58.448+0000] {logging_mixin.py:188} INFO - Fetching: Erie, Pennsylvania
[2025-10-21T19:30:00.976+0000] {logging_mixin.py:188} INFO - Fetching: Scranton, Pennsylvania
[2025-10-21T19:30:04.335+0000] {logging_mixin.py:188} INFO - Fetching: Lancaster, Pennsylvania
[2025-10-21T19:30:06.830+0000] {logging_mixin.py:188} INFO - Fetching: Bethlehem, Pennsylvania
[2025-10-21T19:30:09.149+0000] {logging_mixin.py:188} INFO - Fetching: York, Pennsylvania
[2025-10-21T19:30:12.208+0000] {logging_mixin.py:188} INFO - Fetching: State College, Pennsylvania
[2025-10-21T19:30:13.676+0000] {logging_mixin.py:188} INFO - Fetching: Oklahoma City, Oklahoma
[2025-10-21T19:30:15.970+0000] {logging_mixin.py:188} INFO - Fetching: Tulsa, Oklahoma
[2025-10-21T19:30:18.108+0000] {logging_mixin.py:188} INFO - Fetching: Norman, Oklahoma
[2025-10-21T19:30:20.302+0000] {logging_mixin.py:188} INFO - Fetching: Stillwater, Oklahoma
[2025-10-21T19:30:22.606+0000] {logging_mixin.py:188} INFO - Fetching: Edmond, Oklahoma
[2025-10-21T19:30:24.835+0000] {logging_mixin.py:188} INFO - Fetching: Lawton, Oklahoma
[2025-10-21T19:30:27.204+0000] {logging_mixin.py:188} INFO - Fetching: Broken Arrow, Oklahoma
[2025-10-21T19:30:29.509+0000] {logging_mixin.py:188} INFO - Fetching: Moore, Oklahoma
[2025-10-21T19:30:32.673+0000] {logging_mixin.py:188} INFO - Fetching: Enid, Oklahoma
[2025-10-21T19:30:34.935+0000] {logging_mixin.py:188} INFO - Fetching: Ardmore, Oklahoma
[2025-10-21T19:30:37.168+0000] {logging_mixin.py:188} INFO - Fetching: Newark, New Jersey
